"","gene_name","Temperate","Lytic","a","c","b","d","p_two_sided","OR","OR_cc","plot_OR","direction","prevalence","dataset","COGlet","fisher_test"
"1","abrB",4,0,4,0,2195,249,1,Inf,1.02277385561376,0.0324871876530313,"Temperate",4,"UHGV","S","NonSporBacil_Lifestyle"
"2","accB",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","I","NonSporBacil_Lifestyle"
"3","acuA",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","0","NonSporBacil_Lifestyle"
"4","acuC",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","Q","NonSporBacil_Lifestyle"
"5","ald",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","E","NonSporBacil_Lifestyle"
"6","ald",2,0,2,0,2197,249,1,Inf,0.56769055745165,0.816823349806143,"Temperate",2,"UHGV","E","NonSporBacil_Lifestyle"
"7","amiC",4,0,4,0,2195,249,1,Inf,1.02277385561376,0.0324871876530313,"Temperate",4,"UHGV","M","NonSporBacil_Lifestyle"
"8","apaH",1,4,1,4,2198,245,0.000481689854273309,0.0278662420382166,0.0372223485709954,4.74768710361911,"Lytic",5,"UHGV","T","NonSporBacil_Lifestyle"
"9","apaH",0,282,0,282,579,384,7.45350329759092e-93,0,0.00117434162804371,9.7339321203472,"Lytic",282,"INPHARED","T","NonSporBacil_Lifestyle"
"10","appA",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","E","NonSporBacil_Lifestyle"
"11","appB",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","S","NonSporBacil_Lifestyle"
"12","appC",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","S","NonSporBacil_Lifestyle"
"13","appF",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","P","NonSporBacil_Lifestyle"
"14","apr",8,0,8,0,2191,249,1,Inf,1.93543235227013,0.952655883062945,"Temperate",8,"UHGV","O","NonSporBacil_Lifestyle"
"15","apr",0,11,0,11,579,655,0.0011965938930721,0,0.0491803278688525,4.34577483684173,"Lytic",11,"INPHARED","O","NonSporBacil_Lifestyle"
"16","aprE",1,0,1,0,2198,249,1,Inf,0.340459404139186,1.55444531115423,"Temperate",1,"UHGV","O","NonSporBacil_Lifestyle"
"17","argE",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","E","NonSporBacil_Lifestyle"
"18","arsB",1,0,1,0,2198,249,1,Inf,0.340459404139186,1.55444531115423,"Temperate",1,"UHGV","P","NonSporBacil_Lifestyle"
"19","azoR2",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","C","NonSporBacil_Lifestyle"
"20","bdbD",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","0","NonSporBacil_Lifestyle"
"21","bldN",0,2,0,2,2199,247,0.0103087413960272,0,0.0225051147988179,5.47360326583051,"Lytic",2,"UHGV","Ph","NonSporBacil_Lifestyle"
"22","blyA",6,5,6,5,573,661,0.763447006552219,1.38429319371728,1.36316081477372,0.446955769766647,"Temperate",11,"INPHARED","Ph","NonSporBacil_Lifestyle"
"23","blyA",116,1,116,1,2083,248,6.11305655437415e-05,13.8108497359578,9.26333893288537,3.21153230079286,"Temperate",117,"UHGV","Ph","NonSporBacil_Lifestyle"
"24","cca",0,1,0,1,2199,248,0.10171568627451,0,0.0376600742593014,4.73082034506899,"Lytic",1,"UHGV","Ph","NonSporBacil_Lifestyle"
"25","ccmA",1,0,1,0,2198,249,1,Inf,0.340459404139186,1.55444531115423,"Temperate",1,"UHGV","V","NonSporBacil_Lifestyle"
"26","ccpB",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","Ph","NonSporBacil_Lifestyle"
"27","cDA1",0,2,0,2,579,664,0.502041606942239,0,0.229335634167386,2.12446755661766,"Lytic",2,"INPHARED","S","NonSporBacil_Lifestyle"
"28","cDA1",2,0,2,0,2197,249,1,Inf,0.56769055745165,0.816823349806143,"Temperate",2,"UHGV","S","NonSporBacil_Lifestyle"
"29","cdaS",1,0,1,0,2198,249,1,Inf,0.340459404139186,1.55444531115423,"Temperate",1,"UHGV","T","NonSporBacil_Lifestyle"
"30","clpC",2,0,2,0,577,666,0.216081044434975,Inf,5.77056277056277,2.52871202367292,"Temperate",2,"INPHARED","O","NonSporBacil_Lifestyle"
"31","clpC",4,0,4,0,2195,249,1,Inf,1.02277385561376,0.0324871876530313,"Temperate",4,"UHGV","O","NonSporBacil_Lifestyle"
"32","clpP",0,1,0,1,2199,248,0.10171568627451,0,0.0376600742593014,4.73082034506899,"Lytic",1,"UHGV","O","NonSporBacil_Lifestyle"
"33","cls",1,0,1,0,2198,249,1,Inf,0.340459404139186,1.55444531115423,"Temperate",1,"UHGV","I","NonSporBacil_Lifestyle"
"34","coaBC",1,0,1,0,2198,249,1,Inf,0.340459404139186,1.55444531115423,"Temperate",1,"UHGV","H","NonSporBacil_Lifestyle"
"35","cof",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","S","NonSporBacil_Lifestyle"
"36","cof",3,0,3,0,2196,249,1,Inf,0.795128613703619,0.330739856697897,"Temperate",3,"UHGV","S","NonSporBacil_Lifestyle"
"37","comER",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","E","NonSporBacil_Lifestyle"
"38","comP",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","T","NonSporBacil_Lifestyle"
"39","cotH",9,0,9,0,2190,249,0.611134993649229,Inf,2.16411778132846,1.1137790194579,"Temperate",9,"UHGV","M","NonSporBacil_Lifestyle"
"40","cotH",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","M","NonSporBacil_Lifestyle"
"41","cotJC",17,0,17,0,2182,249,0.406310449230503,Inf,4.00114547537228,2.00041308376542,"Temperate",17,"UHGV","P","NonSporBacil_Lifestyle"
"42","cpdA",4,0,4,0,575,666,0.0465181294023036,Inf,10.4231103388358,3.38171394839905,"Temperate",4,"INPHARED","T","NonSporBacil_Lifestyle"
"43","cpdA",25,0,25,0,2174,249,0.170048104549931,Inf,5.8516900436882,2.54885335384469,"Temperate",25,"UHGV","T","NonSporBacil_Lifestyle"
"44","cry22Aa",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","0","NonSporBacil_Lifestyle"
"45","ctaA",1,0,1,0,578,666,0.465060240963855,Inf,3.45635263612792,1.78925041670264,"Temperate",1,"INPHARED","H","NonSporBacil_Lifestyle"
