NC_001884.1_Bacillus_phage_SPBc2_complete_genome,,134416,34.64
Giloteaux_145306_NODE_11736_length_1916_cov_1.105646,,1916,39.51
Chehoud_donor_NODE_418_length_2216_cov_128.819065,,2216,48.92
Chehoud_donor_NODE_415_length_2218_cov_12.171983,,2218,53.43
Chehoud_patient_1_NODE_90_length_2246_cov_14.811502,,2246,51.83
Chehoud_patient_2_NODE_283_length_2248_cov_13.771546,,2248,51.78
Chehoud_patient_3_NODE_248_length_2497_cov_5.020885,,2497,29.64
Chehoud_control_1_NODE_9_length_3014_cov_287.683001,,3014,39.58
Broecker_Sample_ID29-1194-0_NODE_5989_length_3345_cov_3.456231,,3345,48.4
Chehoud_patient_1_NODE_47_length_3745_cov_204.679133,,3745,47.82
Chehoud_patient_1_NODE_39_length_4395_cov_8.019124,,4395,55.72
Draper_2018_SRR6914113_NODE_63_length_4687_cov_523.400691,,4687,41.35
Draper_2018_SRR6914079_NODE_136_length_4706_cov_842.443776,,4706,41.46
Draper_2018_SRR6914091_NODE_100_length_4711_cov_6.193943,,4711,44.32
Chehoud_patient_2_NODE_119_length_4758_cov_9.678503,,4758,43.76
Draper_2018_SRR6914064_NODE_53_length_4944_cov_67.080998,,4944,39.5
Han_2018_ERR1398110_NODE_5889_length_5000_cov_8.750253,,5000,42.98
Han_2018_ERR1398072_NODE_4582_length_5001_cov_3.609786,,5001,43.83
Han_2018_ERR1398100_NODE_2767_length_5004_cov_3.823803,,5004,40.07
Han_2018_ERR1398077_NODE_5207_length_5005_cov_4.998586,,5005,48.31
Draper_2018_SRR6914084_NODE_69_length_5006_cov_24.095132,,5006,41.15
Han_2018_ERR1398068_NODE_2956_length_5006_cov_2.812361,,5006,44.33
Han_2018_ERR1398133_NODE_1225_length_5007_cov_57.140549,,5007,46
Han_2018_ERR1398083_NODE_3927_length_5008_cov_11.898042,,5008,44.45
Fernandes_2019_SRR5747440_NODE_1_length_5011_cov_1173.080307,,5011,40.23
Han_2018_ERR1398125_NODE_4834_length_5011_cov_4.881356,,5011,54.76
Han_2018_ERR1398083_NODE_3922_length_5012_cov_9.541457,,5012,45.21
Han_2018_ERR1398097_NODE_2423_length_5015_cov_297.024395,,5015,49.57
Han_2018_ERR1398117_NODE_3243_length_5022_cov_8.752366,,5022,53.17
Han_2018_ERR1398132_NODE_4461_length_5023_cov_18.565620,,5023,44.87
Han_2018_ERR1398111_NODE_1822_length_5024_cov_9.720266,,5024,57.32
Han_2018_ERR1398135_NODE_4569_length_5024_cov_42.205474,,5024,50.46
Han_2018_ERR1398073_NODE_2388_length_5025_cov_4.234608,,5025,55.06
Han_2018_ERR1398122_NODE_6030_length_5025_cov_3.334608,,5025,47.3
Han_2018_ERR1398069_NODE_3691_length_5026_cov_132.959767,,5026,45.66
Han_2018_ERR1398114_NODE_2910_length_5026_cov_4.260109,,5026,33.9
Han_2018_ERR1398136_NODE_4466_length_5029_cov_71.262766,,5029,55.78
Han_2018_ERR1398069_NODE_3688_length_5030_cov_3.536884,,5030,46.44
Han_2018_ERR1398137_NODE_1875_length_5033_cov_34.329249,,5033,57
Han_2018_ERR1398103_NODE_3736_length_5034_cov_3.193211,,5034,72.39
Han_2018_ERR1398076_NODE_4002_length_5035_cov_6.704418,,5035,59.46
Han_2018_ERR1398107_NODE_4767_length_5035_cov_9.855020,,5035,40.24
Broecker_Sample_ID29-1193-5_NODE_1484_length_5036_cov_2.584220,,5036,60.19
Draper_2018_SRR6914111_NODE_145_length_5038_cov_1168.023480,,5038,43.91
Han_2018_ERR1398133_NODE_1217_length_5038_cov_6.394541,,5038,63.02
Han_2018_ERR1398130_NODE_7117_length_5041_cov_8.608905,,5041,41.3
Han_2018_ERR1398083_NODE_3889_length_5042_cov_11.523962,,5042,46.97
Han_2018_ERR1398130_NODE_7114_length_5043_cov_2.501403,,5043,46.58
Han_2018_ERR1398074_NODE_5297_length_5045_cov_9.388377,,5045,47.99
Broecker_Sample_ID29-1192-0_NODE_2896_length_5046_cov_4.049890,,5046,40.49
Draper_2018_SRR6914079_NODE_127_length_5047_cov_4.875601,,5047,44.78
Han_2018_ERR1398126_NODE_5396_length_5049_cov_8.108730,,5049,51.53
Han_2018_ERR1398087_NODE_3322_length_5051_cov_182.661129,,5051,43.38
Han_2018_ERR1398068_NODE_2919_length_5052_cov_3.343606,,5052,43.73
Han_2018_ERR1398083_NODE_3878_length_5057_cov_5.537585,,5057,33.02
Han_2018_ERR1398130_NODE_7075_length_5057_cov_4.289884,,5057,55.53
Han_2018_ERR1398086_NODE_6362_length_5058_cov_13.025385,,5058,48.38
Han_2018_ERR1398108_NODE_5555_length_5059_cov_10.980416,,5059,42.52
Han_2018_ERR1398129_NODE_2525_length_5059_cov_7.908074,,5059,57.19
Han_2018_ERR1398133_NODE_1209_length_5059_cov_43.064149,,5059,36.92
Han_2018_ERR1398084_NODE_3550_length_5061_cov_47.380144,,5061,41.91
Han_2018_ERR1398100_NODE_2731_length_5063_cov_10.877796,,5063,44.36
Han_2018_ERR1398082_NODE_4367_length_5064_cov_3.691156,,5064,59.02
Han_2018_ERR1398126_NODE_5378_length_5065_cov_2.718762,,5065,50.64
Han_2018_ERR1398130_NODE_7062_length_5067_cov_4.605547,,5067,35.6
Han_2018_ERR1398134_NODE_2640_length_5067_cov_4.408420,,5067,56.33
Han_2018_ERR1398134_NODE_2637_length_5069_cov_77.011169,,5069,50.27
Giloteaux_145307_NODE_2452_length_5070_cov_1.722840,,5070,55.98
Han_2018_ERR1398101_NODE_2830_length_5070_cov_30.489133,,5070,56.09
Han_2018_ERR1398072_NODE_4519_length_5071_cov_11.233652,,5071,45.28
Han_2018_ERR1398082_NODE_4356_length_5074_cov_5.631002,,5074,54.55
Han_2018_ERR1398136_NODE_4420_length_5075_cov_5.242032,,5075,43.41
Han_2018_ERR1398097_NODE_2375_length_5078_cov_11.310571,,5078,47.83
Han_2018_ERR1398074_NODE_5248_length_5079_cov_4.222532,,5079,50.58
Draper_2018_SRR6914110_NODE_34_length_5080_cov_9.308657,,5080,39.69
Han_2018_ERR1398096_NODE_3356_length_5080_cov_3.256517,,5080,54.59
Han_2018_ERR1398078_NODE_4398_length_5082_cov_2.284862,,5082,60.49
Han_2018_ERR1398132_NODE_4393_length_5082_cov_4.973941,,5082,45.04
Han_2018_ERR1398103_NODE_3679_length_5083_cov_5.094471,,5083,39.15
Han_2018_ERR1398130_NODE_7033_length_5083_cov_13.526054,,5083,53.12
Draper_2018_SRR6914111_NODE_141_length_5084_cov_6.810499,,5084,38.38
Han_2018_ERR1398074_NODE_5240_length_5084_cov_67.745476,,5084,43.31
Han_2018_ERR1398085_NODE_4761_length_5084_cov_6.267846,,5084,51.42
Han_2018_ERR1398125_NODE_4759_length_5084_cov_6.810499,,5084,40.5
Draper_2018_SRR6914085_NODE_33_length_5085_cov_9.483499,,5085,36.58
Draper_2018_SRR6914070_NODE_37_length_5087_cov_7.507154,,5087,44.15
Draper_2018_SRR6914086_NODE_34_length_5087_cov_807.848370,,5087,41.24
Han_2018_ERR1398085_NODE_4759_length_5089_cov_9.053635,,5089,33.15
Draper_2018_SRR6914090_NODE_32_length_5090_cov_827.880040,,5090,41.51
Han_2018_ERR1398107_NODE_4711_length_5091_cov_263.119341,,5091,37.22
Han_2018_ERR1398106_NODE_2477_length_5093_cov_6.137158,,5093,35.07
Han_2018_ERR1398072_NODE_4507_length_5096_cov_3.912121,,5096,52.34
Han_2018_ERR1398080_NODE_7265_length_5102_cov_3.605310,,5102,41.49
Han_2018_ERR1398089_NODE_3520_length_5103_cov_12.767631,,5103,52.09
Han_2018_ERR1398080_NODE_7264_length_5104_cov_5.553575,,5104,36.81
Han_2018_ERR1398130_NODE_6996_length_5104_cov_3.415528,,5104,40.14
Han_2018_ERR1398126_NODE_5325_length_5105_cov_3.691683,,5105,46.56
Han_2018_ERR1398073_NODE_2359_length_5106_cov_5.165314,,5106,45.46
Han_2018_ERR1398091_NODE_3783_length_5106_cov_35.796872,,5106,52.19
Han_2018_ERR1398097_NODE_2358_length_5106_cov_22.978618,,5106,37.72
Han_2018_ERR1398075_NODE_3867_length_5107_cov_3.258709,,5107,63.4
Han_2018_ERR1398084_NODE_3515_length_5109_cov_90.114365,,5109,44.74
Han_2018_ERR1398068_NODE_2867_length_5113_cov_106.906485,,5113,36.38
Han_2018_ERR1398082_NODE_4313_length_5113_cov_8.522143,,5113,41.54
Han_2018_ERR1398076_NODE_3928_length_5114_cov_8.905713,,5114,54.17
Han_2018_ERR1398078_NODE_4374_length_5116_cov_6.292432,,5116,50.47
Han_2018_ERR1398097_NODE_2348_length_5118_cov_3.524788,,5118,58.99
Chehoud_patient_3_NODE_104_length_5123_cov_4.731847,,5123,44.66
Han_2018_ERR1398107_NODE_4682_length_5123_cov_4.670876,,5123,37.75
Han_2018_ERR1398104_NODE_3891_length_5128_cov_21.534201,,5128,46.82
Han_2018_ERR1398121_NODE_4170_length_5136_cov_67.204290,,5136,48.97
Han_2018_ERR1398079_NODE_2686_length_5137_cov_2.862062,,5137,58.19
