OM654379_31	K07357	5.3E-26	88.3	349	149	325
OM654379_102	K07357	1.4E-17	61.3	182	17	170
OM634653_152	K01460	5.4E-19	65.1	418	7	401
OM634653_203	K06363	2.9E-41	139.3	372	1	362
OM634653_196	K06322	4.1E-18	62.1	342	1	139
OM634661_107	K20098	9.8E-79	257.3	601	100	585
OM728296_85	K20098	4.6E-24	71.5	739	240	509
OM728299_61	K10807	1.3E-125	385.7	757	113	652
OM728298_71	K10807	2.0E-123	378.1	756	112	651
OM728302_109	K10807	5.6E-78	240.6	700	55	603
OM728303_112	K10807	5.6E-78	240.6	700	55	603
OM728296_135	K10807	2.5E-77	241.1	701	39	604
OM728300_116	K10807	5.0E-77	237.5	700	81	603
OM728301_112	K10807	5.0E-77	237.5	700	81	603
OM728304_116	K10807	5.0E-77	237.5	700	81	603
OM654379_67	K10807	9.0E-77	231.9	696	88	599
OM634661_155	K10807	5.9E-74	229.5	701	52	604
OM728297_242	K10807	1.1E-67	205.0	699	87	603
OM634653_105	K10807	2.2E-63	198.7	729	90	609
OM634661_107	K14440	2.2E-84	280.4	601	15	582
OM728296_85	K14440	2.2E-49	165.4	739	89	705
OM687510_29	K14440	1.5E-34	81.2	456	12	216
OM634653_196	K22708	4.0E-63	211.6	342	3	221
OM728298_60	K03091	5.0E-37	125.5	232	20	227
OM728302_152	K03091	1.4E-35	107.6	344	7	246
OM728300_159	K03091	5.3E-35	105.4	344	7	252
OM728303_156	K03091	1.9E-34	104.6	344	7	259
OM728296_79	K03091	7.9E-34	113.9	237	12	226
OM728304_157	K03091	2.8E-33	102.5	344	7	256
OM728301_157	K03091	3.6E-33	100.0	344	7	260
OM728299_50	K03091	2.7E-29	100.0	232	22	224
OM634661_208	K03091	4.6E-19	66.0	339	11	242
OM634661_107	K14438	1.5E-42	92.1	601	57	346
OM654379_81	K03465	1.8E-59	198.8	273	4	265
OM634653_196	K10012	2.8E-19	66.4	342	3	116
OM634661_143	K03553	4.9E-118	393.2	383	3	378
OM728296_156	K03553	3.3E-102	340.9	348	37	341
OM728300_130	K03553	9.2E-48	161.0	404	40	342
OM728304_130	K03553	3.4E-47	159.1	404	40	341
OM728301_127	K03553	5.8E-47	158.4	404	40	341
OM728303_129	K03553	6.6E-47	158.2	404	40	341
OM728302_124	K03553	7.0E-47	158.1	404	40	341
OM728302_11	K14743	6.2E-66	220.6	332	31	269
OM728304_15	K14743	2.2E-65	218.8	332	33	269
OM728303_14	K14743	2.9E-65	218.4	330	31	269
OM728300_17	K14743	5.8E-65	217.4	332	32	269
OM728301_15	K14743	1.0E-64	216.6	332	33	269
OM634653_97	K14743	3.0E-46	155.7	287	32	271
OM634661_146	K14743	1.4E-27	94.0	275	12	217
OM728296_128	K26043	1.9E-52	91.5	668	2	331
OM728296_128	K26043	1.9E-52	75.1	668	447	663
OM728299_110	K26043	1.9E-46	148.8	638	1	632
OM728298_120	K26043	1.3E-42	138.0	638	1	631
OM728303_102	K26043	3.0E-40	135.3	633	41	620
OM728301_102	K26043	2.8E-38	128.7	633	41	620
OM728300_106	K26043	3.6E-38	128.4	633	41	620
OM728302_99	K26043	3.8E-38	128.3	633	41	620
OM728304_106	K26043	1.3E-37	126.5	633	41	620
OM743306_100	K26043	9.3E-35	117.0	630	41	614
OM728299_81	K21471	6.2E-34	115.6	723	457	616
OM728298_91	K21471	2.7E-33	113.5	723	457	616
OM728296_112	K21471	3.5E-22	76.9	593	440	577
OM728297_148	K18942	2.2E-25	85.8	555	147	506
OM728300_45	K11062	2.1E-41	139.6	361	14	151
OM728301_42	K11062	2.1E-41	139.6	361	14	151
OM728303_43	K11062	3.2E-41	139.2	361	14	151
OM728302_41	K11062	5.3E-41	137.5	362	18	151
OM728304_45	K11062	2.1E-40	136.5	361	18	151
OM654379_24	K11062	8.1E-22	74.8	280	24	191
OM634661_221	K07313	7.1E-55	183.5	242	5	230
OM634653_203	K06369	1.6E-144	479.3	372	1	369
OM728304_15	K13275	1.5E-106	353.3	332	14	267
OM728301_15	K13275	2.5E-106	352.6	332	14	267
